,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
9601,9602,CA-2017-117604,2017-09-04,2017-09-09,standard class,JP-15520,jeremy pistek,consumer,united states,jonesboro,arkansas,72401,south,OFF-PA-10001357,office supplies,paper,xerox 1886,239.5,2017,9,3,0.36764705882352944,0.0001318619451473121,1,0.0041753653444676405,5 days
9602,9603,CA-2015-130155,2015-05-19,2015-05-22,first class,TD-20995,tamara dahlen,consumer,united states,virginia beach,virginia,23464,south,OFF-SU-10004737,office supplies,supplies,acme design stainless steel bent scissors,34.2,2015,5,2,0.38461538461538464,1.8829555423958557e-05,1,0.029239766081871343,3 days
9603,9604,CA-2017-129861,2017-06-17,2017-06-23,standard class,DM-13345,denise monton,corporate,united states,rochester,new york,14609,east,FUR-TA-10003715,furniture,tables,hon 2111 invitation series corner table,376.866,2017,6,2,0.11999999999999998,0.00020749179047969488,1,0.002653463034606465,6 days
9605,9606,US-2018-122672,2018-11-04,2018-11-09,standard class,HG-14965,henry goldwyn,corporate,united states,lancaster,ohio,43130,east,TEC-AC-10002323,technology,accessories,sandisk ultra 32 gb microsdhc class 10 memory card,70.72,2018,11,4,0.08,3.893643741468857e-05,1,0.01414027149321267,5 days
9608,9609,CA-2018-117128,2018-12-05,2018-12-08,second class,BF-11080,bart folk,consumer,united states,new york city,new york,10024,east,OFF-LA-10000248,office supplies,labels,avery 52,11.07,2018,12,4,0.16129032258064516,6.094829781965533e-06,1,0.09033423667570009,3 days
9610,9611,CA-2017-130638,2017-05-16,2017-05-19,second class,SC-20095,sanjit chand,consumer,united states,los angeles,california,90045,west,OFF-LA-10002195,office supplies,labels,avery 481,27.72,2017,5,2,0.304054054054054,1.526185018573483e-05,1,0.03607503607503608,3 days
9611,9612,CA-2018-144365,2018-10-24,2018-10-30,standard class,CS-11950,carlos soltero,consumer,united states,jackson,mississippi,39212,south,OFF-FA-10000735,office supplies,fasteners,staples,11.68,2018,10,4,0.21505376344086022,6.4306785775390626e-06,1,0.08561643835616438,6 days
9612,9613,CA-2017-110086,2017-09-18,2017-09-22,standard class,BD-11320,bill donatelli,consumer,united states,woodland,california,95695,west,TEC-PH-10001299,technology,phones,polycom cx300 desktop phone usb voip phone,239.984,2017,9,3,0.14285714285714285,0.00013212842189658686,1,0.004166944462964197,4 days
9613,9614,CA-2015-128524,2015-11-11,2015-11-13,first class,MZ-17515,mary zewe,corporate,united states,seattle,washington,98115,west,OFF-AP-10002892,office supplies,appliances,belkin f5c206vtel 6 outlet surge,22.98,2015,11,4,0.0495049504950495,1.2652139872589697e-05,1,0.04351610095735422,2 days
9614,9615,CA-2015-128524,2015-11-11,2015-11-13,first class,MZ-17515,mary zewe,corporate,united states,seattle,washington,98115,west,TEC-AC-10002718,technology,accessories,belkin standard 104 key usb keyboard,102.13,2015,11,4,0.3846153846153846,5.622989752774524e-05,1,0.009791442279447763,2 days
9616,9617,CA-2017-140256,2017-08-22,2017-08-29,standard class,PW-19030,pauline webber,corporate,united states,los angeles,california,90049,west,OFF-AR-10002255,office supplies,art,newell 346,5.76,2017,8,3,0.22727272727272727,3.1712935450877566e-06,1,0.1736111111111111,7 days
9618,9619,CA-2018-160633,2018-11-16,2018-11-21,standard class,BS-11380,bill stewart,corporate,united states,bowling green,ohio,43402,east,OFF-AR-10004022,office supplies,art,panasonic kp-380bk classic electric pencil sharpener,86.352,2018,11,4,0.12244897959183675,4.7542975730107286e-05,1,0.011580507689457105,5 days
9619,9620,CA-2018-160633,2018-11-16,2018-11-21,standard class,BS-11380,bill stewart,corporate,united states,bowling green,ohio,43402,east,TEC-AC-10002335,technology,accessories,logitech media keyboard k200,139.96,2018,11,4,0.2777777777777778,7.705802857126431e-05,1,0.007144898542440697,5 days
9620,9621,CA-2015-115133,2015-09-26,2015-09-30,standard class,DA-13450,dianna arnett,home office,united states,lancaster,ohio,43130,east,OFF-AP-10001634,office supplies,appliances,hoover commercial lightweight upright vacuum,16.704,2015,9,3,0.9230769230769231,9.196751280754496e-06,1,0.05986590038314176,4 days
9621,9622,CA-2015-115133,2015-09-26,2015-09-30,standard class,DA-13450,dianna arnett,home office,united states,lancaster,ohio,43130,east,TEC-AC-10002370,technology,accessories,maxell cd-r discs,3.152,2015,9,3,0.2,1.7354023010619115e-06,1,0.31725888324873097,4 days
9623,9624,CA-2018-137449,2018-06-29,2018-06-30,first class,ME-17725,max engle,consumer,united states,dallas,texas,75220,central,OFF-AP-10000240,office supplies,appliances,belkin f9g930v10-gry 9 outlet surge,21.392,2018,6,2,0.02777777777777778,1.1777831860506474e-05,1,0.04674644727000748,1 days
9624,9625,CA-2018-137449,2018-06-29,2018-06-30,first class,ME-17725,max engle,consumer,united states,dallas,texas,75220,central,FUR-TA-10002855,furniture,tables,bevis round conference table top & single column base,307.314,2018,6,2,0.1337579617834395,0.00016919842092276023,1,0.0032540007939761933,1 days
9625,9626,CA-2018-137449,2018-06-29,2018-06-30,first class,ME-17725,max engle,consumer,united states,dallas,texas,75220,central,FUR-BO-10000780,furniture,bookcases,o'sullivan plantations 2-door library in landvery oak,409.9992,2018,6,2,0.13915416098226466,0.00022573399591165698,1,0.0024390291493251695,1 days
9626,9627,CA-2018-103520,2018-09-23,2018-09-25,first class,MH-17785,maya herman,corporate,united states,lubbock,texas,79424,central,OFF-PA-10001846,office supplies,paper,xerox 1899,9.248,2018,9,3,0.13333333333333333,5.09168796961312e-06,1,0.10813148788927336,2 days
9627,9628,CA-2015-139283,2015-11-23,2015-11-27,standard class,BT-11440,bobby trafton,consumer,united states,detroit,michigan,48227,central,OFF-BI-10002049,office supplies,binders,unikeep view case binders,14.67,2015,11,4,0.5084745762711864,8.07688824764538e-06,1,0.0681663258350375,4 days
9628,9629,CA-2015-118192,2015-01-13,2015-01-18,standard class,MM-17920,michael moore,consumer,united states,newark,ohio,43055,east,OFF-PA-10002947,office supplies,paper,xerox 1923,37.408,2015,1,1,0.3943661971830986,2.059578974559771e-05,1,0.026732249786142002,5 days
9629,9630,CA-2015-118192,2015-01-13,2015-01-18,standard class,MM-17920,michael moore,consumer,united states,newark,ohio,43055,east,OFF-BI-10003476,office supplies,binders,avery metallic poly binders,3.438,2015,1,1,0.02531645569620253,1.892865834724255e-06,1,0.29086678301337987,5 days
9630,9631,CA-2017-168844,2017-05-31,2017-06-06,standard class,NM-18520,neoma murray,consumer,united states,new york city,new york,10011,east,OFF-BI-10002609,office supplies,binders,avery hidden tab dividers for binding systems,7.152,2017,5,2,0.22641509433962265,3.9376894851506316e-06,1,0.13982102908277405,6 days
9631,9632,CA-2017-168844,2017-05-31,2017-06-06,standard class,NM-18520,neoma murray,consumer,united states,new york city,new york,10011,east,TEC-PH-10003215,technology,phones,jackery bar premium fast-charging portable charger,179.7,2017,5,2,0.3846153846153846,9.893775174518575e-05,1,0.005564830272676684,6 days
9633,9634,CA-2015-151330,2015-10-14,2015-10-17,first class,TC-21295,toby carlisle,consumer,united states,everett,massachusetts,2149,east,TEC-AC-10000865,technology,accessories,wd my passport ultra 500gb portable external hard drive,177.0,2015,10,4,0.25,9.745120789592586e-05,1,0.005649717514124294,3 days
9638,9639,US-2018-125808,2018-11-12,2018-11-15,second class,EP-13915,emily phan,consumer,united states,los angeles,california,90032,west,OFF-PA-10001846,office supplies,paper,xerox 1899,11.56,2018,11,4,0.16666666666666669,6.3646099620164015e-06,1,0.08650519031141868,3 days
9640,9641,CA-2015-104563,2015-03-07,2015-03-12,standard class,CM-12715,craig molinari,corporate,united states,seattle,washington,98103,west,OFF-AR-10000390,office supplies,art,newell chalk holder,20.65,2015,3,1,0.2475247524752475,1.1369307587858017e-05,1,0.04842615012106538,5 days
9642,9643,CA-2015-104563,2015-03-07,2015-03-12,standard class,CM-12715,craig molinari,corporate,united states,seattle,washington,98103,west,FUR-CH-10002780,furniture,chairs,office star - task chair with contemporary loop arms,436.704,2015,3,1,0.7272727272727272,0.0002404369056100701,1,0.0022898805598299994,5 days
9644,9645,US-2018-107979,2018-06-08,2018-06-13,standard class,FO-14305,frank olsen,consumer,united states,glendale,arizona,85301,west,TEC-AC-10002006,technology,accessories,memorex micro travel drive 16 gb,89.544,2018,6,2,0.16091954022988506,4.930040090301008e-05,1,0.011167694094523364,5 days
9645,9646,US-2018-107979,2018-06-08,2018-06-13,standard class,FO-14305,frank olsen,consumer,united states,glendale,arizona,85301,west,OFF-ST-10002485,office supplies,storage,rogers deluxe file chest,35.168,2018,6,2,0.0792079207920792,1.9362508922508026e-05,1,0.028434940855323023,5 days
9646,9647,US-2018-107979,2018-06-08,2018-06-13,standard class,FO-14305,frank olsen,consumer,united states,glendale,arizona,85301,west,OFF-BI-10000778,office supplies,binders,gbc velobinder electric binding machine,72.588,2018,6,2,0.14634146341463414,3.9964905529658e-05,1,0.013776381771091641,5 days
9647,9648,CA-2015-150518,2015-11-19,2015-11-24,standard class,MW-18220,mitch webber,consumer,united states,coon rapids,minnesota,55433,central,OFF-ST-10000877,office supplies,storage,recycled steel personal file for standard file folders,221.16,2015,11,4,0.2352941176470588,0.00012176445840826532,1,0.004521613311629589,5 days
9648,9649,CA-2015-150518,2015-11-19,2015-11-24,standard class,MW-18220,mitch webber,consumer,united states,coon rapids,minnesota,55433,central,TEC-PH-10002103,technology,phones,jabra speak 410,281.97,2015,11,4,0.0892857142857143,0.0001552447293243741,1,0.0035464765755222182,5 days
9650,9651,CA-2017-107104,2017-11-26,2017-11-30,standard class,MS-17365,maribeth schnelling,consumer,united states,los angeles,california,90045,west,OFF-AR-10004269,office supplies,art,newell 31,37.17,2017,11,4,0.3913043478260869,2.0464753658144433e-05,1,0.026903416733925208,4 days
9651,9652,CA-2017-107104,2017-11-26,2017-11-30,standard class,MS-17365,maribeth schnelling,consumer,united states,los angeles,california,90045,west,OFF-AP-10000055,office supplies,appliances,belkin f9s820v06 8 outlet surge,64.96,2017,11,4,0.2439024390243902,3.576514386960081e-05,1,0.015394088669950741,4 days
9653,9654,CA-2018-161893,2018-01-23,2018-01-27,standard class,HP-14815,harold pawlan,home office,united states,tucson,arizona,85705,west,TEC-AC-10001874,technology,accessories,logitech wireless anywhere mouse mx for pc and mac,95.984,2018,1,1,0.17391304347826086,5.284608326939292e-05,1,0.010418403067177864,4 days
9654,9655,CA-2018-161893,2018-01-23,2018-01-27,standard class,HP-14815,harold pawlan,home office,united states,tucson,arizona,85705,west,OFF-BI-10004506,office supplies,binders,wilson jones data.warehouse d-ring binders with dubllock,4.938,2018,1,1,0.07407407407407407,2.7187235287575246e-06,1,0.20251113811259622,4 days
9656,9657,CA-2015-156160,2015-09-22,2015-09-29,standard class,AS-10090,adam shillingsburg,consumer,united states,new york city,new york,10035,east,OFF-BI-10003355,office supplies,binders,cardinal holdit business card pockets,3.984,2015,9,3,0.045454545454545456,2.193478035352365e-06,1,0.25100401606425704,7 days
9659,9660,CA-2015-100860,2015-03-26,2015-03-30,second class,CS-12505,cindy stewart,consumer,united states,pomona,california,91767,west,OFF-LA-10001982,office supplies,labels,smead alpha-z color-coded name labels first letter starter set,18.75,2015,3,1,0.30120481927710846,1.0323221175415875e-05,1,0.05333333333333334,4 days
9661,9662,CA-2017-160717,2017-06-06,2017-06-11,standard class,ME-17320,maria etezadi,home office,united states,santa barbara,california,93101,west,TEC-AC-10002134,technology,accessories,rosewill 107 normal keys usb wired standard keyboard,26.96,2017,6,2,0.25641025641025644,1.4843415620757974e-05,1,0.037091988130563795,5 days
9662,9663,CA-2017-160717,2017-06-06,2017-06-11,standard class,ME-17320,maria etezadi,home office,united states,santa barbara,california,93101,west,TEC-PH-10001760,technology,phones,bose soundlink bluetooth speaker,477.6,2017,6,2,0.16666666666666669,0.00026295308978019317,1,0.0020938023450586263,5 days
9663,9664,CA-2018-132619,2018-08-31,2018-09-05,standard class,MS-17770,maxwell schwartz,consumer,united states,san francisco,california,94109,west,OFF-ST-10001511,office supplies,storage,space solutions commercial steel shelving,193.95,2018,8,3,0.10638297872340424,0.00010678339983850181,1,0.005155968032998196,5 days
9664,9665,US-2016-120957,2016-12-07,2016-12-07,same day,KH-16690,kristen hastings,corporate,united states,riverside,california,92503,west,OFF-PA-10003953,office supplies,paper,xerox 218,12.96,2016,12,4,0.2631578947368421,7.135410476447453e-06,1,0.07716049382716049,0 days
9665,9666,CA-2018-157448,2018-11-16,2018-11-20,standard class,LC-16885,lena creighton,consumer,united states,los angeles,california,90049,west,FUR-FU-10003268,furniture,furnishings,eldon radial chair mat for low to medium pile carpets,119.94,2018,11,4,0.15463917525773194,6.603558121490026e-05,1,0.00833750208437552,4 days
9666,9667,CA-2018-157448,2018-11-16,2018-11-20,standard class,LC-16885,lena creighton,consumer,united states,los angeles,california,90049,west,FUR-FU-10001847,furniture,furnishings,eldon image series black desk accessories,12.42,2018,11,4,0.2542372881355932,6.838101706595476e-06,1,0.08051529790660225,4 days
9667,9668,CA-2017-126270,2017-04-23,2017-04-27,standard class,AF-10870,art ferguson,consumer,united states,san clemente,california,92672,west,OFF-BI-10002764,office supplies,binders,recycled pressboard report cover with reinforced top hinge,18.088,2017,4,2,0.25925925925925924,9.958742646449193e-06,1,0.055285272003538256,4 days
9669,9670,CA-2018-145275,2018-04-02,2018-04-06,standard class,AH-10465,amy hunt,consumer,united states,decatur,alabama,35601,south,OFF-LA-10001569,office supplies,labels,avery 499,14.94,2018,4,2,0.0847457627118644,8.225542632571369e-06,1,0.06693440428380187,4 days
9670,9671,CA-2016-133396,2016-08-13,2016-08-15,first class,GK-14620,grace kelly,corporate,united states,greensboro,north carolina,27405,south,OFF-AR-10001446,office supplies,art,newell 309,64.68,2016,8,3,0.32941176470588235,3.561098376671461e-05,1,0.015460729746444031,2 days
9671,9672,US-2018-140312,2018-11-13,2018-11-19,standard class,KL-16645,ken lonsdale,consumer,united states,dublin,california,94568,west,TEC-PH-10003442,technology,phones,samsung replacement eh64avfwe premium headset,22.0,2018,11,4,0.21052631578947367,1.211257951248796e-05,1,0.045454545454545456,6 days
9672,9673,CA-2017-114867,2017-12-23,2017-12-28,standard class,FM-14290,frank merwin,home office,united states,philadelphia,pennsylvania,19143,east,OFF-PA-10000477,office supplies,paper,xerox 1952,7.968,2017,12,4,0.048938679245283015,4.38695607070473e-06,1,0.12550200803212852,5 days
9674,9675,US-2015-164644,2015-07-22,2015-07-24,second class,JL-15850,john lucas,consumer,united states,houston,texas,77095,central,OFF-ST-10003123,office supplies,storage,fellowes bases and tops for staxonsteel/high-stak systems,26.632,2015,7,3,0.031007751937984496,1.4662828071662699e-05,1,0.037548813457494744,2 days
9676,9677,US-2015-120175,2015-11-28,2015-12-03,standard class,MC-17635,matthew clasen,corporate,united states,richmond,indiana,47374,central,OFF-EN-10003862,office supplies,envelopes,laser & ink jet business envelopes,64.02,2015,11,4,0.3225806451612903,3.524760638133996e-05,1,0.015620118712902219,5 days
9677,9678,CA-2017-144785,2017-04-18,2017-04-23,standard class,CS-12490,cindy schnelling,corporate,united states,new york city,new york,10009,east,OFF-AR-10001573,office supplies,art,american pencil,6.99,2017,4,2,0.14285714285714285,3.848496854195038e-06,1,0.14306151645207438,5 days
9679,9680,CA-2016-130113,2016-12-27,2016-12-31,standard class,AH-10030,aaron hawkins,corporate,united states,san francisco,california,94122,west,OFF-ST-10000046,office supplies,storage,fellowes super stor/drawer files,323.1,2016,12,4,0.0925925925925926,0.00017788974729476638,1,0.003095017022593624,4 days
9681,9682,CA-2018-122770,2018-12-13,2018-12-18,standard class,EP-13915,emily phan,consumer,united states,san francisco,california,94122,west,OFF-LA-10004559,office supplies,labels,avery 49,8.64,2018,12,4,0.12931034482758622,4.756940317631636e-06,1,0.11574074074074073,5 days
9682,9683,CA-2018-122770,2018-12-13,2018-12-18,standard class,EP-13915,emily phan,consumer,united states,san francisco,california,94122,west,OFF-PA-10003172,office supplies,paper,xerox 1996,38.88,2018,12,4,0.22058823529411767,2.140623142934236e-05,1,0.025720164609053495,5 days
